,movieId,Title,Year,Rated,Genre,imdbRating,imdbVotes,Language,Country,Plot,Runtime
2494,2667,The Good Son,1993,R,"Drama, Thriller",6.4,46285,English,United States,"A young boy stays with his aunt and uncle and becomes friends with his cousin, a boy of the same age who shows increasing signs of violent and psychopathic behavior.",87 min
2495,2668,After the Fox,1966,Approved,"Comedy, Crime",6.4,4815,"English, Italian","United Kingdom, Italy, United States","An Italian criminal mastermind, impersonating a film director, plans to grab the loot on a beach where a bogus movie is being filmed.",103 min
2496,2669,The Bad and the Beautiful,1952,Approved,"Drama, Romance",7.8,16658,English,United States,"An unscrupulous movie producer uses an actress, a director and a writer to achieve success.",118 min
2497,2670,Stroszek,1977,Not Rated,"Comedy, Drama",7.7,15536,"German, English, Turkish",West Germany,"In Berlin, an alcoholic man, recently released from prison, joins his elderly friend and a prostitute in a determined dream to leave Germany and seek a better life in Wisconsin.",115 min
2498,2671,Queen of the Damned,2002,R,"Drama, Fantasy, Horror",5.3,60935,English,"United States, Australia","In this loose sequel to Interview with the Vampire (1994), the vampire Lestat becomes a rock star whose music wakes up the equally beautiful and monstrous queen of all vampires.",101 min
2499,2672,How to Kill Your Neighbor's Dog,2000,R,"Comedy, Drama",6.8,3628,English,"Germany, United States",A sarcastic playwright in LA gets new neighbors - single mom and 8 y.o. girl. His wife wants kids and babysits the girl. He doesn't want kids yet plays with her to find out how children talk - for his play. Paternal instincts?,107 min
2500,2673,Mean Machine,2001,R,"Comedy, Crime, Drama",6.4,42166,English,"United Kingdom, United States",A football star jailed for assault leads a group of inmates in a match against prison guards.,99 min
2501,2674,Monsoon Wedding,2001,R,"Comedy, Drama, Romance",7.3,26845,"Hindi, English","India, United States, Italy, Germany, France, United Kingdom","A stressed father, a bride-to-be with a secret, a smitten event planner, and relatives from around the world create much ado about the preparations for an arranged marriage in India.",114 min
2502,2675,Wendigo,2001,R,"Horror, Mystery, Thriller",5.1,4649,English,United States,"The legend of the Wendigo, a beast from Indian folklore who is half-man, half-deer, and can change itself at will.",91 min
2503,2676,Scratch,2001,R,"Documentary, Music",7.8,2871,English,United States,"The story of the hip-hop DJ from the birth of hip-hop to the invention of scratching and ""beat-juggling"" vinyl, to the more recent ""turntablism"" movement. Underdogs and virtuosos who have radically changed the way we hear and crea...",92 min
2504,2677,Wild Strawberries,1957,Not Rated,"Drama, Romance",8.1,116657,"Swedish, Latin",Sweden,"After living a life marked by coldness, an aging professor is forced to confront the emptiness of his existence.",92 min
2505,2678,The Big Doll House,1971,R,"Action, Drama, Thriller",5.8,3172,English,"Philippines, United States",Beautiful female prisoners are abused in a Philippine prison until five of them plot an escape by taking the evil female warden hostage with reluctant help from two male fruit vendors.,95 min
2506,2679,All About the Benjamins,2002,R,"Action, Comedy, Crime",5.8,15777,"English, French","United States, Germany","Bounty hunter Bucum chases bail-jumper Reggie, who runs right into the scene of a diamond heist and murder and gets shot at as well. Later they become partners in their pursuit of the $20M in diamonds and lottery ticket. Their wom...",95 min
2507,2681,Motel Hell,1980,R,"Comedy, Horror, Thriller",6,13818,English,United States,"A seemingly friendly farmer and his sister kidnap unsuspecting travelers and bury them alive, using them to create the ""special meat"" they are famous for.",101 min
2508,2683,The Octagon,1980,R,"Action, Drama, Romance",5.1,6290,English,"United States, Mexico",A martial artist must defeat a plan by ninjas to create a worldwide training camp for terrorists.,103 min
2509,2684,"Oh, God!",1977,PG,"Comedy, Fantasy",6.6,10747,"English, Spanish",United States,"When God appears to an assistant grocery manager as a good natured old man, the Almighty selects him as his messenger for the modern world.",98 min
2510,2685,Resident Evil,2002,R,"Action, Horror, Sci-Fi",6.6,293053,English,"Germany, United Kingdom, Japan, France","A special military unit fights a powerful, out-of-control supercomputer and hundreds of scientists who have mutated into flesh-eating creatures after a laboratory accident.",100 min
2511,2687,Rude Boy,1980,R,"Drama, Music",6.4,1570,English,United Kingdom,A young British punk and roadie for The Clash navigates life in socially torn 1970s England.,133 min
2512,2689,Seems Like Old Times,1980,PG,"Comedy, Romance",6.7,10884,"English, Spanish",United States,"Wrongfully accused of a bank robbery, a writer seeks the help of his ex-wife, who is now married to the soon-to-be Attorney General of California.",102 min
2513,2690,Shogun Assassin,1980,R,"Action, Adventure",7.3,11433,Japanese,Japan,"When the wife of the Shogun's Decapitator is murdered and he is ordered to commit suicide by the paranoid Shogun, he and his four-year-old son escape and become assassins for hire, embarking on a journey of blood and violent death.",85 min
2514,2691,Smokey and the Bandit II,1980,PG,"Action, Adventure, Comedy",5.3,17895,"English, Spanish",United States,"The Bandit goes on another cross-country run, transporting an elephant from Florida to Texas. And, once again, Sheriff Buford T. Justice is on his tail.",100 min
2515,2692,Stir Crazy,1980,R,"Comedy, Crime",6.7,30822,"English, Spanish",United States,"Set up and wrongfully accused, two best friends are sent to prison for a crime they didn't commit. However, no prison cell can keep them locked in a cage.",111 min
2516,2693,Blade II,2002,R,"Action, Horror, Sci-Fi",6.7,239108,"English, Romanian, Czech","United States, Germany","Blade forms an uneasy alliance with the vampire council in order to combat the Reapers, who are feeding on vampires.",117 min
2517,2694,Sorority Boys,2002,R,Comedy,5.4,16348,"English, Indonesian",United States,"Strapped for cash, three fraternity playboys make one last attempt to live the high life - cheaply - by masquerading as girls. But their chauvinistic ways come back to haunt them as they get a crash course in the opposite sex.",93 min
2518,2695,Stolen Summer,2002,PG,Drama,6.5,2875,English,United States,"A Catholic boy tries to convert a terminally ill Jewish boy, so he will be able to go to Heaven.",91 min
2519,2696,Time Out,2001,PG-13,Drama,7.3,5044,French,France,An unemployed man finds his life sinking more and more into trouble as he hides his situation from his family and friends.,134 min
2520,2697,High Crimes,2002,PG-13,"Crime, Drama, Mystery",6.4,48956,"English, Spanish",United States,A successful lawyer's husband is arrested for murdering nine villagers in El Salvador in 1988 as a US soldier under a different name. She decides to defend him in military court and find out the truth about what happened.,115 min
2521,2699,Crush,2001,R,"Comedy, Drama, Romance",5.7,3974,"English, French","United Kingdom, Germany","Three 40-something women in a small English town meet weekly for a ritual of gin, cigarettes, and sweets -- and swap stories arguing which of them has the most pathetic love life. Kate is the headmistress at the local school; her ...",108 min
2522,2700,Lucky Break,2001,PG-13,"Comedy, Crime, Romance",6.2,2292,English,"United Kingdom, Germany, United States","Under the leadership of a small-time bank robber, British inmates hatch a plan to escape by staging a musical.",108 min
2523,2701,The Atomic Cafe,1982,Not Rated,"Documentary, History",7.6,4592,English,United States,Disturbing collection of 1940s and 1950s United States government-issued propaganda films designed to reassure Americans that the atomic bomb was not a threat to their safety.,86 min
2524,2702,Slap Shot,1977,R,"Comedy, Drama, Sport",7.3,42079,English,United States,A failing ice hockey team finds success with outrageously violent hockey goonery.,123 min
2525,2703,Changing Lanes,2002,R,"Drama, Thriller",6.5,75175,English,United States,"A young lawyer and a businessman share a small automobile accident, and their mutual road rage escalates into a feud.",98 min
2526,2704,The Sweetest Thing,2002,R,"Comedy, Romance",5.2,63320,English,United States,"Christina Walters spent years avoiding men, then suddenly met her perfect match while hanging with her best friends, Courtney and Jane. When she finds out that he has left town, she and Courtney set out on a trip.",84 min
2527,2705,My Big Fat Greek Wedding,2002,PG,"Comedy, Drama, Romance",6.6,146068,"English, Greek","Canada, United States",A young Greek woman falls in love with a non-Greek and struggles to get her family to accept him while she comes to terms with her heritage and cultural identity.,95 min
2528,2706,3:10 to Yuma,1957,Approved,"Drama, Thriller, Western",7.6,22149,English,United States,Broke small-time rancher Dan Evans is hired by the stagecoach line to put big-time captured outlaw leader Ben Wade on the 3:10 train to Yuma but Wade's gang tries to free him.,92 min
2529,2707,"Rome, Open City",1945,Not Rated,"Drama, Thriller, War",8,29581,"Italian, German, Latin",Italy,"During the Nazi occupation of Rome in 1944, the Resistance leader, Giorgio Manfredi, is chased by the Nazis as he seeks refuge and a way to escape.",103 min
2530,2708,Taking Care of Business,1990,R,Comedy,6.4,9416,English,United States,An uptight advertising exec has his entire life in a Filofax organizer that mistakenly ends up in the hands of a friendly convict who poses as him.,108 min
2531,2709,Three Men and a Baby,1987,PG,"Comedy, Drama, Family",6.1,58530,English,United States,"Jack Holden and his friends, Peter and Michael, spend most of their time having flings with several women in their apartment. Their life changes when a mysterious baby appears at their doorstep.",102 min
2532,2710,Three Men and a Little Lady,1990,PG,"Comedy, Drama, Family",5.5,27028,English,United States,"Three ex-dads quickly discover how empty life is without their little lady, and go to outrageous lengths in their efforts to win their daughter back in this critically acclaimed and equally charming sequel.",104 min
2533,2711,The Scorpion King,2002,PG-13,"Action, Adventure, Fantasy",5.5,146559,English,"United States, Germany, Belgium","A desert warrior rises up against the evil army that is destroying his homeland. He captures the enemy's key sorcerer, takes her deep into the desert and prepares for a final showdown.",92 min
2534,2712,Nine Queens,2000,R,"Crime, Drama, Thriller",7.9,57879,Spanish,Argentina,"Two con artists try to swindle a stamp collector by selling him a sheet of counterfeit rare stamps (the ""nine queens"").",114 min
